index,System Type,Literature Name,Name1,Selection Method,Confirmation Method,z1,z1_type,RA1,Dec1,RA1_deg,Dec1_deg,Equinox,Coordinate_waveband1,Coordinate_Source1,Brightness1,Brightness_band1,Brightness_type1,Name2,z2,z2_type,RA2,Dec2,RA2_deg,Dec2_deg,Coordinate_waveband2,Coordinate_Source2,Brightness2,Brightness_band2,Brightness_type2,Sep,Sep(kpc),delta_z,dV,Paper(s),BibCode(s),DOI(s),Notes
54,Dual AGN Candidate,J123538+050221,J123538+050221,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.06532,spec,12:35:38,+05:02:21,188.90833333333333,5.039166666666667,J2000,Optical,SDSS,-100.0,-100,-100,J123538+050221,0.06532,spec,12:35:38,+05:02:21,188.90833333333333,5.039166666666667,Optical,SDSS,-100.0,-100,-100,3.0,3.762443971750228,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
55,Dual AGN Candidate,J125049+074618,J125049+074618,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.05038,spec,12:50:49,+07:46:18,192.70416666666665,7.7716666666666665,J2000,Optical,SDSS,-100.0,-100,-100,J125049+074618,0.05038,spec,12:50:49,+07:46:18,192.70416666666665,7.7716666666666665,Optical,SDSS,-100.0,-100,-100,3.0,2.9534410787932788,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
56,Dual AGN Candidate,J131235+500415,J131235+500415,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.11586,spec,13:12:35,+50:04:15,198.14583333333331,50.07083333333334,J2000,Optical,SDSS,-100.0,-100,-100,J131235+500415,0.11586,spec,13:12:35,+50:04:15,198.14583333333331,50.07083333333334,Optical,SDSS,-100.0,-100,-100,3.0,6.295334144672404,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
57,Dual AGN Candidate,J131515+213403,J131515+213403,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.07028,spec,13:15:15,+21:34:03,198.81249999999997,21.5675,J2000,Optical,SDSS,-100.0,-100,-100,J131515+213403,0.07028,spec,13:15:15,+21:34:03,198.81249999999997,21.5675,Optical,SDSS,-100.0,-100,-100,3.0,4.0246977469021905,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
58,Dual AGN Candidate,J132547+545019,J132547+545019,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.14183,spec,13:25:47,+54:50:19,201.4458333333333,54.83861111111111,J2000,Optical,SDSS,-100.0,-100,-100,J132547+545019,0.14183,spec,13:25:47,+54:50:19,201.4458333333333,54.83861111111111,Optical,SDSS,-100.0,-100,-100,3.0,7.48399223294889,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
59,Dual AGN Candidate,J133723+035350,J133723+035350,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.0228,spec,13:37:23,+03:53:50,204.34583333333333,3.897222222222222,J2000,Optical,SDSS,-100.0,-100,-100,J133723+035350,0.0228,spec,13:37:23,+03:53:50,204.34583333333333,3.897222222222222,Optical,SDSS,-100.0,-100,-100,3.0,1.381396913700287,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
60,Dual AGN Candidate,J133804+264209,J133804+264209,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.10667,spec,13:38:04,+26:42:09,204.51666666666665,26.7025,J2000,Optical,SDSS,-100.0,-100,-100,J133804+264209,0.10667,spec,13:38:04,+26:42:09,204.51666666666665,26.7025,Optical,SDSS,-100.0,-100,-100,3.0,5.857016524514103,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
61,Dual AGN Candidate,J135207+052555,J135207+052555,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.07883,spec,13:52:07,+05:25:55,208.02916666666664,5.4319444444444445,J2000,Optical,SDSS,-100.0,-100,-100,J135207+052555,0.07883,spec,13:52:07,+05:25:55,208.02916666666664,5.4319444444444445,Optical,SDSS,-100.0,-100,-100,3.0,4.469548441810378,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
62,Dual AGN Candidate,J142039+495906,J142039+495906,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.06333,spec,14:20:39,+49:59:06,215.1625,49.985,J2000,Optical,SDSS,-100.0,-100,-100,J142039+495906,0.06333,spec,14:20:39,+49:59:06,215.1625,49.985,Optical,SDSS,-100.0,-100,-100,3.0,3.656348575277107,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
63,Dual AGN Candidate,J143132+435807,J143132+435807,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.09604,spec,14:31:32,+43:58:07,217.88333333333333,43.968611111111116,J2000,Optical,SDSS,-100.0,-100,-100,J143132+435807,0.09604,spec,14:31:32,+43:58:07,217.88333333333333,43.968611111111116,Optical,SDSS,-100.0,-100,-100,3.0,5.33801593259933,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
64,Dual AGN Candidate,J143434+140548,J143434+140548,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.06974,spec,14:34:34,+14:05:48,218.64166666666662,14.096666666666668,J2000,Optical,SDSS,-100.0,-100,-100,J143434+140548,0.06974,spec,14:34:34,+14:05:48,218.64166666666662,14.096666666666668,Optical,SDSS,-100.0,-100,-100,3.0,3.996296334785842,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
65,Dual AGN Candidate,J145217+511050,J145217+511050,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.07582,spec,14:52:17,+51:10:50,223.07083333333333,51.18055555555555,J2000,Optical,SDSS,-100.0,-100,-100,J145217+511050,0.07582,spec,14:52:17,+51:10:50,223.07083333333333,51.18055555555555,Optical,SDSS,-100.0,-100,-100,3.0,4.313972612505218,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
66,Dual AGN Candidate,J145801+274251,J145801+274251,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.11845,spec,14:58:01,+27:42:51,224.50416666666663,27.714166666666667,J2000,Optical,SDSS,-100.0,-100,-100,J145801+274251,0.11845,spec,14:58:01,+27:42:51,224.50416666666663,27.714166666666667,Optical,SDSS,-100.0,-100,-100,3.0,6.417160200721316,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
67,Dual AGN Candidate,J150053+382349,J150053+382349,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.14523,spec,15:00:53,+38:23:49,225.2208333333333,38.39694444444444,J2000,Optical,SDSS,-100.0,-100,-100,J150053+382349,0.14523,spec,15:00:53,+38:23:49,225.2208333333333,38.39694444444444,Optical,SDSS,-100.0,-100,-100,3.0,7.634325347332165,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
68,Dual AGN Candidate,J150452+321414,J150452+321414,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.11253,spec,15:04:52,+32:14:14,226.21666666666664,32.23722222222222,J2000,Optical,SDSS,-100.0,-100,-100,J150452+321414,0.11253,spec,15:04:52,+32:14:14,226.21666666666664,32.23722222222222,Optical,SDSS,-100.0,-100,-100,3.0,6.137605185508569,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
69,Dual AGN Candidate,J151659+051751,J151659+051751,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.05122,spec,15:16:59,+05:17:51,229.2458333333333,5.2975,J2000,Optical,SDSS,-100.0,-100,-100,J151659+051751,0.05122,spec,15:16:59,+05:17:51,229.2458333333333,5.2975,Optical,SDSS,-100.0,-100,-100,3.0,2.9997001597415007,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
70,Dual AGN Candidate,J151709+335324,J151709+335324,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.13541,spec,15:17:09,+33:53:24,229.28749999999997,33.89,J2000,Optical,SDSS,-100.0,-100,-100,J151709+335324,0.13541,spec,15:17:09,+33:53:24,229.28749999999997,33.89,Optical,SDSS,-100.0,-100,-100,3.0,7.196846651274389,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
71,Dual AGN Candidate,J152606+414014,J152606+414014,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.00831,spec,15:26:06,+41:40:14,231.52499999999998,41.67055555555555,J2000,Optical,SDSS,-100.0,-100,-100,J152606+414014,0.00831,spec,15:26:06,+41:40:14,231.52499999999998,41.67055555555555,Optical,SDSS,-100.0,-100,-100,3.0,0.5124028082293102,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
72,Dual AGN Candidate,J153217+453225,J153217+453225,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.07138,spec,15:32:17,+45:32:25,233.0708333333333,45.540277777777774,J2000,Optical,SDSS,-100.0,-100,-100,J153217+453225,0.07138,spec,15:32:17,+45:32:25,233.0708333333333,45.540277777777774,Optical,SDSS,-100.0,-100,-100,3.0,4.0824394137700235,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
73,Dual AGN Candidate,J153315+575001,J153315+575001,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.06734,spec,15:33:15,+57:50:01,233.31249999999997,57.83361111111111,J2000,Optical,SDSS,-100.0,-100,-100,J153315+575001,0.06734,spec,15:33:15,+57:50:01,233.31249999999997,57.83361111111111,Optical,SDSS,-100.0,-100,-100,3.0,3.8696239988871346,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
74,Dual AGN Candidate,J155205+043317,J155205+043317,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.08016,spec,15:52:05,+04:33:17,238.02083333333331,4.554722222222222,J2000,Optical,SDSS,-100.0,-100,-100,J155205+043317,0.08016,spec,15:52:05,+04:33:17,238.02083333333331,4.554722222222222,Optical,SDSS,-100.0,-100,-100,3.0,4.537937040436664,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
75,Dual AGN Candidate,J155619+094855,J155619+094855,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.06785,spec,15:56:19,+09:48:55,239.07916666666665,9.815277777777778,J2000,Optical,SDSS,-100.0,-100,-100,J155619+094855,0.06785,spec,15:56:19,+09:48:55,239.07916666666665,9.815277777777778,Optical,SDSS,-100.0,-100,-100,3.0,3.8966026351075422,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
76,Dual AGN Candidate,J160024+264035,J160024+264035,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.09003,spec,16:00:24,+26:40:35,240.1,26.67638888888889,J2000,Optical,SDSS,-100.0,-100,-100,J160024+264035,0.09003,spec,16:00:24,+26:40:35,240.1,26.67638888888889,Optical,SDSS,-100.0,-100,-100,3.0,5.0387546365142555,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
77,Dual AGN Candidate,J160436+500958,J160436+500958,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.14649,spec,16:04:36,+50:09:58,241.14999999999998,50.16611111111111,J2000,Optical,SDSS,-100.0,-100,-100,J160436+500958,0.14649,spec,16:04:36,+50:09:58,241.14999999999998,50.16611111111111,Optical,SDSS,-100.0,-100,-100,3.0,7.689734322874666,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
78,Dual AGN Candidate,J160524+152233,J160524+152233,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.0421,spec,16:05:24,+15:22:33,241.34999999999997,15.375833333333334,J2000,Optical,SDSS,-100.0,-100,-100,J160524+152233,0.0421,spec,16:05:24,+15:22:33,241.34999999999997,15.375833333333334,Optical,SDSS,-100.0,-100,-100,3.0,2.492424514393451,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
79,Dual AGN Candidate,J160636+342754,J160636+342754,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.05473,spec,16:06:36,+34:27:54,241.65,34.465,J2000,Optical,SDSS,-100.0,-100,-100,J160636+342754,0.05473,spec,16:06:36,+34:27:54,241.65,34.465,Optical,SDSS,-100.0,-100,-100,3.0,3.1919909057313163,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
80,Dual AGN Candidate,J161006+210735,J161006+210735,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.13722,spec,16:10:06,+21:07:35,242.52499999999998,21.12638888888889,J2000,Optical,SDSS,-100.0,-100,-100,J161006+210735,0.13722,spec,16:10:06,+21:07:35,242.52499999999998,21.12638888888889,Optical,SDSS,-100.0,-100,-100,3.0,7.278239307533143,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
81,Dual AGN Candidate,J162939+240856,J162939+240856,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.05921,spec,16:29:39,+24:08:56,247.4125,24.148888888888887,J2000,Optical,SDSS,-100.0,-100,-100,J162939+240856,0.05921,spec,16:29:39,+24:08:56,247.4125,24.148888888888887,Optical,SDSS,-100.0,-100,-100,3.0,3.4350820672005833,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
82,Dual AGN Candidate,J163316+262716,J163316+262716,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.07125,spec,16:33:16,+26:27:16,248.31666666666666,26.454444444444444,J2000,Optical,SDSS,-100.0,-100,-100,J163316+262716,0.07125,spec,16:33:16,+26:27:16,248.31666666666666,26.454444444444444,Optical,SDSS,-100.0,-100,-100,3.0,4.07562329084165,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
83,Dual AGN Candidate,J165206+310707,J165206+310707,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.07495,spec,16:52:06,+31:07:07,253.02499999999995,31.11861111111111,J2000,Optical,SDSS,-100.0,-100,-100,J165206+310707,0.07495,spec,16:52:06,+31:07:07,253.02499999999995,31.11861111111111,Optical,SDSS,-100.0,-100,-100,3.0,4.26879739721872,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
84,Dual AGN Candidate,J225420-005134,J225420-005134,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.0795,spec,22:54:20,-00:51:34,343.58333333333326,-0.8594444444444445,J2000,Optical,SDSS,-100.0,-100,-100,J225420-005134,0.0795,spec,22:54:20,-00:51:34,343.58333333333326,-0.8594444444444445,Optical,SDSS,-100.0,-100,-100,3.0,4.504026887010741,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
85,Dual AGN Candidate,J230442-093345,J230442-093345,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.03203,spec,23:04:42,-09:33:45,346.17499999999995,-9.5625,J2000,Optical,SDSS,-100.0,-100,-100,J230442-093345,0.03203,spec,23:04:42,-09:33:45,346.17499999999995,-9.5625,Optical,SDSS,-100.0,-100,-100,3.0,1.919204102740777,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
86,Dual AGN Candidate,J231051-090011,J231051-090011,Double-Peaked Optical Spectroscopic Emission Lines,-99,0.09439,spec,23:10:51,-09:00:11,347.7125,-9.003055555555555,J2000,Optical,SDSS,-100.0,-100,-100,J231051-090011,0.09439,spec,23:10:51,-09:00:11,347.7125,-9.003055555555555,Optical,SDSS,-100.0,-100,-100,3.0,5.256279834311137,0.0,0.0,Wang+2009,2009ApJ...705L..76W,https://doi.org/10.1088/0004-637X/705/1/L76,
87,Binary Quasar,SDSSJ0048-1051A,SDSSJ0048-1051A,{chi}^2^,Optical Spectroscopy,1.555,spec,0:48:0.77,-10:51:48.6,12.003208333333331,-10.8635,J2000,Optical,SDSS,20.52,SDSS g PSF ext-corr,asinh,SDSSJ0048-1051B,1.56,spec,0:48:0.96,-10:51:46.2,12.004,-10.862833333333333,Optical,SDSS,20.05,SDSS g PSF ext-corr,asinh,3.6,30.493065570179276,-0.0050000000000001155,-584.5546711513671,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
91,Binary Quasar,SDSSJ0248+0009A,SDSSJ0248+0009A,{chi}^2^,Optical Spectroscopy,1.641,spec,2:48:20.8,+0:9:56.7,42.08666666666666,0.16575,J2000,Optical,SDSS,19.26,SDSS g PSF ext-corr,asinh,SDSSJ0248+0009B,1.64,spec,2:48:21.26,+0:9:57.3,42.088583333333325,0.16591666666666666,Optical,SDSS,20.73,SDSS g PSF ext-corr,asinh,6.9,58.452965172752734,0.001000000000000112,113.23612546071516,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
96,Binary Quasar,SDSSJ0959+5449A,SDSSJ0959+5449A,photo,Optical Spectroscopy,1.954,spec,9:59:7.46,+54:49:6.7,149.78108333333333,54.81852777777778,J2000,Optical,SDSS,20.07,SDSS g PSF ext-corr,asinh,SDSSJ0959+5449B,1.956,spec,9:59:7.05,+54:49:8.4,149.77937499999996,54.819,Optical,SDSS,20.61,SDSS g PSF ext-corr,asinh,3.9,32.725231658112044,-0.0020000000000000018,-202.36884315278317,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
100,Binary Quasar,2QZJ1056-0059A,2QZJ1056-0059A,{chi}^2^,Optical Spectroscopy,2.132,spec,10:56:44.89,-0:59:33.4,164.18704166666666,-0.9926111111111111,J2000,Optical,SDSS,19.93,SDSS g PSF ext-corr,asinh,SDSSJ1056-0059B,2.128,spec,10:56:45.25,-0:59:38.1,164.18854166666665,-0.9939166666666666,Optical,SDSS,20.8,SDSS g PSF ext-corr,asinh,7.2,59.79168616300851,0.0040000000000000036,382.1084701860737,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
102,Binary Quasar,SDSSJ1124+5710A,SDSSJ1124+5710A,,Optical Spectroscopy,2.311,spec,11:24:55.24,+57:10:57.0,171.23016666666666,57.1825,J2000,Optical,SDSS,18.66,SDSS g PSF ext-corr,asinh,SDSSJ1124+5710B,2.311,spec,11:24:55.44,+57:10:58.4,171.23099999999997,57.18288888888889,Optical,SDSS,19.83,SDSS g PSF ext-corr,asinh,2.2,18.03618759036568,0.0,0.0,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
106,Binary Quasar,SDSSJ1303+5100A,SDSSJ1303+5100A,photo,Optical Spectroscopy,1.684,spec,13:3:26.17,+51:0:47.5,195.85904166666666,51.013194444444444,J2000,Optical,SDSS,20.32,SDSS g PSF ext-corr,asinh,SDSSJ1303+5100B,1.686,spec,13:3:26.13,+51:0:51.3,195.85887499999998,51.01425,Optical,SDSS,20.6,SDSS g PSF ext-corr,asinh,3.8,32.17690967510896,-0.0020000000000000018,-222.7187773000546,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
109,Binary Quasar,SDSSJ1349+1227A,SDSSJ1349+1227A,{chi}^2^,Optical Spectroscopy,1.722,spec,13:49:29.84,+12:27:7.0,207.37433333333328,12.451944444444443,J2000,Optical,SDSS,17.75,SDSS g PSF ext-corr,asinh,SDSSJ1349+1227B,1.722,spec,13:49:30.0,+12:27:8.8,207.37499999999997,12.452444444444444,Optical,SDSS,19.26,SDSS g PSF ext-corr,asinh,3.0,25.38605740574627,0.0,0.0,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
112,Binary Quasar,SDSSJ1409+3919A,SDSSJ1409+3919A,photo,Optical Spectroscopy,2.078,spec,14:9:53.74,+39:20:0.0,212.47391666666667,39.333333333333336,J2000,Optical,SDSS,20.22,SDSS g PSF ext-corr,asinh,SDSSJ1409+3919B,2.083,spec,14:9:53.88,+39:19:53.4,212.47449999999998,39.331500000000005,Optical,SDSS,20.91,SDSS g PSF ext-corr,asinh,6.8,56.664473010418654,-0.0050000000000003375,-485.31050652742147,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
113,Binary Quasar,Q1429—008 / SDSSJ1432-0106A,Q1429—008A / SDSSJ1432-0106A,,Optical Spectroscopy,2.082,spec,14:32:29.24,-1:6:16.1,218.1218333333333,-1.1044722222222223,J2000,Optical,SDSS,17.68,SDSS g PSF ext-corr,asinh,Q1429—008B / SDSSJ1432-0106B,2.082,spec,14:32:28.95,-1:6:13.6,218.120625,-1.103777777777778,Optical,SDSS,20.95,SDSS g PSF ext-corr,asinh,5.1,42.48786882555343,0.0,0.0,Hewett+1989 ; Faure+2003 ; Hennawi+2006,1989ApJ...346L..61H ; 2003A&A...405..415F ; 2006AJ....131....1H,https://doi.org/10.1086/185579 ;  https://doi.org/10.1051/0004-6361:20030614 ; https://doi.org/10.1086/498235,Considered a lens candidate by Hewett+89 but Faure+2003 argue based on VLT and HST data that the system is unlikely to be a lens but rather is a true binary ; note that 1429-008 from Hewett+89 is 1429-0053 from Faure+2003. Coordinates come from Simbad and are not unique (had to be used for both components). Coordinates originally from Gaia.
114,Binary Quasar,SDSSJ1530+5304A,SDSSJ1530+5304A,photo,Optical Spectroscopy,1.531,spec,15:30:38.56,+53:4:4.2,232.66066666666663,53.06783333333334,J2000,Optical,SDSS,20.54,SDSS g PSF ext-corr,asinh,SDSSJ1530+5304B,1.533,spec,15:30:38.82,+53:4:0.8,232.66174999999996,53.06688888888889,Optical,SDSS,20.67,SDSS g PSF ext-corr,asinh,4.1,34.717415888037934,-0.0020000000000000018,-236.17689838990182,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
118,Binary Quasar,SDSSJ2128-0617A,SDSSJ2128-0617A,photo,Optical Spectroscopy,2.065,spec,21:28:57.38,-6:17:50.9,322.23908333333327,-6.297472222222222,J2000,Optical,SDSS,19.88,SDSS g PSF ext-corr,asinh,SDSSJ2128-0617B,2.062,spec,21:28:57.74,-6:17:57.2,322.2405833333333,-6.299222222222222,Optical,SDSS,19.96,SDSS g PSF ext-corr,asinh,8.3,69.21884510547198,0.0030000000000001137,292.8022800555746,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
121,Binary Quasar,2345+007 / SDSSJ2348+0057A,2345+007A / SDSSJ2348+0057A,,Optical Spectroscopy,2.157,spec,23:48:19.59,+0:57:21.5,357.081625,0.9559722222222222,J2000,Optical,SDSS,18.78,SDSS g PSF ext-corr,asinh,2345+007B / SDSSJ2348+0057B,2.157,spec,23:48:19.19,+0:57:17.5,357.0799583333333,0.954861111111111,Optical,SDSS,20.57,SDSS g PSF ext-corr,asinh,7.1,58.86299506447907,0.0,0.0,Weedman+1982 ; Subramanian+1984 ; Wier+1991 ; Duncan+1991 ; Steidel+1991 ; Bonnet+1993 ; Fischer+1994 ; Mellier+1994 ; Patnaik+1996 ; Dolan+1996 ; Small+1997 ; Green+2002 ; Hennawi+2006,1982ApJ...255L...5W ; 1984ApJ...276..440S ; 1991AJ....101...66W ; 1991ApJ...375L..41D ; 1991AJ....102.1610S ; 1993A&A...280L...7B ; 1994ApJ...431L..71F ; 1994A&A...289L..15M ; 1996MNRAS.281L..17P ; 1996Ap&SS.240..295D ; 1997AJ....114.2254S ; 2002ApJ...571..721G ; 2006AJ....131....1H,https://doi.org/10.1086/183759 ; https://doi.org/10.1086/161630 ; https://doi.org/10.1086/115666 ; https://doi.org/10.1086/186083 ; https://doi.org/10.1086/115983 ; NA ; https://doi.org/10.1086/187475 ; NA ; https://doi.org/10.1093/mnras/281.2.L17 ; https://doi.org/10.1007/BF00639593 ; https://doi.org/10.1086/118645 ; https://doi.org/10.1086/340051 ; https://doi.org/10.1086/498235,No X-ray evidence for a foreground lensing cluster found by Green+2002 and no lens identified; X-ray continua are found to be incompatible as are the optical to X-ray flux ratios; the optical spectral similarities remains a mystery. Coordinates from Simbad.
122,Binary Quasar,SDSSJ0740+2926A,SDSSJ0740+2926A,Lens Selection,Optical Spectroscopy,0.978,spec,7:40:13.45,+29:26:48.4,115.05604166666666,29.44677777777778,J2000,Optical,SDSS,18.46,SDSS g PSF ext-corr,asinh,SDSSJ0740+2926B,0.98,spec,7:40:13.43,+29:26:45.7,115.05595833333332,29.44602777777778,Optical,SDSS,19.67,SDSS g PSF ext-corr,asinh,2.6,20.711019647319866,-0.0020000000000000018,-302.17273739786566,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
123,Binary Quasar,SDSSJ1035+0752A,SDSSJ1035+0752A,Lens Selection,Optical Spectroscopy,1.216,spec,10:35:19.37,+7:52:58.0,158.83070833333332,7.882777777777778,J2000,Optical,SDSS,19.13,SDSS g PSF ext-corr,asinh,SDSSJ1035+0752B,1.218,spec,10:35:19.23,+7:52:56.4,158.83012499999998,7.882333333333333,Optical,SDSS,20.42,SDSS g PSF ext-corr,asinh,2.7,22.434884645473442,-0.0020000000000000018,-269.7338197265595,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
125,Binary Quasar,SDSSJ1508+3328A,SDSSJ1508+3328A,Lens Selection,Optical Spectroscopy,0.878,spec,15:8:42.21,+33:28:2.6,227.17587499999996,33.46738888888889,J2000,Optical,SDSS,17.78,SDSS g PSF ext-corr,asinh,SDSSJ1508+3328B,0.878,spec,15:8:42.22,+33:28:5.5,227.1759166666666,33.46819444444445,Optical,SDSS,20.36,SDSS g PSF ext-corr,asinh,2.9,22.431265435843773,0.0,0.0,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
126,Binary Quasar,SDSSJ1600+0000A,SDSSJ1600+0000A,Lens Selection,Optical Spectroscopy,1.011,spec,16:0:15.5,+0:0:45.5,240.06458333333327,0.012638888888888889,J2000,Optical,SDSS,19.11,SDSS g PSF ext-corr,asinh,SDSSJ1600+0000B,1.011,spec,16:0:15.5,+0:0:45.5,240.06458333333327,0.012638888888888889,Optical,SDSS,0.0,SDSS g PSF ext-corr,asinh,1.9,15.255480408894021,0.0,0.0,Pindor+2006 ; Hennawi+2006,2006AJ....131...41P ; 2006AJ....131....1H,https://doi.org/10.1086/497965 ; https://doi.org/10.1086/498235,
150,Binary Quasar,SDSSJ0245-0113A,SDSSJ0245-0113A,Overlapping Plates,Optical Spectroscopy,2.462,spec,2:45:12.08,-1:13:14.0,41.30033333333333,-1.2205555555555556,J2000,Optical,SDSS,19.85,SDSS g PSF ext-corr,asinh,SDSSJ0245-0113B,2.459,spec,2:45:11.9,-1:13:17.6,41.299583333333324,-1.2215555555555557,Optical,SDSS,20.57,SDSS g PSF ext-corr,asinh,4.5,36.44298936765744,0.0030000000000001137,259.21104795904654,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
