System Type,Literature Name,Name1,Selection Method,Confirmation Method,z1,z1_type,RA1,Dec1,Equinox,Coordinate_waveband1,Coordinate_Source1,Brightness1,Brightness_band1,Brightness_type1,Name2,z2,z2_type,RA2,Dec2,Equinox,Coordinate_waveband2,Coordinate_Source2,Brightness2,Brightness_band2,Brightness_type2,Sep,Sep(kpc),Paper(s),BibCode(s),DOI(s),Notes

Binary SMBH,CSO 0402+379,CSO 0402+379,,VLBA Imaging,0.055,spec,04:05:49.2627587,+38:03:32.234373,J2000,Radio,VLBA,18.5,V,mag,CSO 0402+379,0.055,spec,04:05:49.2627587,+38:03:32.234373,Radio,VLBA,18.5,V,mag,0.0068,7.3e-3,Maness+2004 ; Rodriguez+2006 ; Morganti+2009 ; Romani+2014,2004ApJ...602..123M ; 2006ApJ...646...49R ; 2009A&A...496L...9M ; 2014ApJ...780..149R,https://doi.org/10.1086/380919 ; https://doi.org/10.1086/504825 ; https://doi.org/10.1051/0004-6361/200911705 ; https://doi.org/10.1088/0004-637X/780/2/149,Coordinates from Simbad. Also known as ICRF J040549.2+380332. Romani+2014 probed structure of host.

Binary SMBH Candidate,3C 345,3C 345,Je4t Precession / Variability,VLA Imaging,0.5928,spec,16:42:58.8100340220,+39:48:36.999540578,J2000,Optical,Gaia,16.59,V,mag,3C 345,0.5928,spec,16:42:58.8100340220,+39:48:36.999540578,Optical,Gaia,16.59,V,mag,3.00843e-6,2e-5,Caproni+2004a ; Lobanov+2005,2004ApJ...602..625C ; 2005A&A...431..831L,https://doi.org/10.1086/381195 ; https://doi:10.1051/0004-6361:20041831,Coordinates from Simbad

Binary SMBH Candidate,SDSS J1048+0055,SDSS J1048+0055,Double-Peaked Spectroscopic Emission Lines / VLBA Imaging,,0.6422,spec,10:48:07.7446055,+00:55:43.481926,J2000,Radio,VLBA,21.42,V,mag,SDSS J1048+0055,0.6422,spec,10:48:07.7446055,+00:55:43.481926,Radio,VLBA,21.42,V,mag,2.5e-3,,Zhou+2004 ; Jaiswal+2019,2004ApJ...604L..33Z ; 2019ApJ...873...11J,https://doi.org/10.1086/383310 ; https://doi.org/10.3847/1538-4357/ab0176,Double-peaked emission lines considered as two separate NLRs and VLBA imaging reveals two sources separted via roughly 2.5 mas. Coordinates taken from Simbad. ICRF designation on Simbad. Using VLBI Jaiswal+2019 showed evidence for the double peak emission being driven by jet-NLR interactions instead of a dual AGN but binary scenario is not ruled out.

Dual AGN,J0321 455,J0321455N,,Optical Spectroscopy / Radio Imaging,0.0717,spec,03:21:26.121,-45:30:27.05,J2000,Infrared,2MASS,15.79,V,mag,J0321455S,0.0711,spec,03:21:25.7683597022,-45:30:53.542410817,Optical,Gaia,15.59,V,mag,26.3,,Klamer+2004,2004MNRAS.351..101K,https://doi.org/10.1111/j.1365-2966.2004.07757.x,This is a system of radio tailed galaxies akin to 3C 75 and therefore is very likely to be hosting a pair of radio loud AGNs

Binary Quasar,SDSS J1120+6711,SDSS J1120+6711A,,Optical Imaging / NIR Imaging / Optical Spectroscopy,1.49,spec,11:20:12.0987,+67:11:15.880,J2000,Optical,,19.00,V,mag,SDSS J1120+6711B,1.49,spec,11:20:12.0987,+67:11:15.880,Optical,,19.00,V,mag,1.75,,Pindor+2006,2006AJ....131...41P,https://doi.org/10.1086/497965,

Binary Quasar,SDSSJ1600+0000,SDSSJ1600+0000,,,1.01,spec,16:00:15.51,+00:00:45.5,,,,,,mag,,1.01,spec,16:00:15.51,+00:00:45.5,,,,,mag,1.8,,Pindor+2006,2006AJ....131...41P,https://doi.org/10.1086/497965,This is in Hennawi's 2006 catalog

Dual AGN,EGSD2 J142033.66+525917.5,EGSD2 J142033.66+525917.5,,Double-Peaked Optical Spectroscopy,0.709,spec,14:20:33.57522,+52:59:17.2848,J2000,Optical,,22.56,R,mag,EGSD2 J142033.66+525917.5,0.709,spec,14:20:33.57522,+52:59:17.2848,Optical,,22.56,V,mag,0.17,,Gerke+2007 ; Comerford+2009a,2007ApJ...660L..23G ; 2009ApJ...698..956C,https://doi.org/10.1086/517968 ; https://doi.org/10.1088/0004-637X/698/1/956,Coordinates pulled from Simbad

Recoil Candidate / Binary SMBH Candidate,SDSS J0927+2943,SDSS J0927+2943,Offset Spectroscopic Emission Lines,,0.713,spec,09:27:12.6487571806,+29:43:44.082086600,J2000,Optical,Gaia,18.63,V,mag,SDSS J0927+2943,0.713,spec,09:27:12.6487571806,+29:43:44.082086600,Optical,Gaia,18.63,V,mag,0,0,Komossa+2008 ; Shields+2009a ; Bogdanović+2009 ; Dotti+2009,2008ApJ...678L..81K ; 2009ApJ...696.1367S ; 2009ApJ...697..288B ; 2009MNRAS.398L..73D,https://doi.org/10.1086/588656 ; https://doi.org/10.1088/0004-637X/696/2/1367 ; https://doi.org/10.1088/0004-637X/697/1/288 ; https://doi.org/10.1111/j.1745-3933.2009.00714.x,Komossa+ argues that J0927 constitutes a likely recoil candidate while Shields+ argues that the superposition hypothesis deserves more attention and Bogdanović+ argues that the system is more likely a binary SMBH system

Dual AGN,Mrk 463,Mrk 463E,,X-ray Imaging / X-ray Spectroscopy,0.0504,spec,13:56:02.886,+18:22:18.84,J2000,Infrared,2MASS,14.22,V,mag,Mrk 463W,0.0504,spec,13:56:02.620,+18:22:17.76,Optical,SDSS,,,mag,3.83,,Bianchi+2008,2008MNRAS.386..105B,https://doi.org/10.1111/j.1365-2966.2008.13078.x,Angular separation comes from separation of the Chandra sources;

Binary SMBH Candidate,J1536+0441,J1536+0441,Double-Peaked Optical Spectroscopic Emission Lines,,0.388,spec,15:36:36.2232172770,+04:41:27.064213945,J2000,Optical,Gaia,17.41,V,mag,J1536+0441,0.388,spec,15:36:36.2232172770,+04:41:27.064213945,Optical,Gaia,17.41,V,mag,0.03792597,,Boroson+2009 ; Wrobel+2009 ; Lauer+2009 ; Decarli+2009 ; Tang+2009,2009Natur.458...53B ; 2009ApJ...699L..22W ; 2009ApJ...703..930L ; 2009ApJ...703L..76D ; 2009ApJ...704.1189T,https://doi.org/10.1038/nature07779 ; https://doi.org/10.1088/0004-637X/699/1/L22 ; https://doi.org/10.1088/0004-637X/703/1/930 ; https://doi.org/10.1088/0004-637X/703/1/L76 ; https://doi.org/10.1088/0004-637X/704/2/1189,

Dual AGN Candidate,EGSD2 J141550.8+520929,EGSD2 J141550.8+520929,Double-Peaked Optical Spectroscopic Emission Lines,,0.61935,spec,14:15:50.75709,+52:09:30.2264,J2000,Optical,,21.362,V,mag,EGSD2 J141550.8+520929,0.62171,spec,14:15:50.75709,+52:09:30.2264,Optical,,21.362,R,mag,,,Comerford+2009a,2009ApJ...698..956C,https://doi.org/10.1088/0004-637X/698/1/956,Individual redshifts are taken from Table 1 in Comerford+2009a and the coordinates are taken from Simbad

Dual AGN Candidate,SDSS J1316+1753,SDSS J1316+1753,Double-Peaked Optical Spectroscopic Emission Lines,,0.15,spec,13:16:42.9045124644,+17:53:32.577824282,J2000,Optical,Gaia,18.33,V,mag,SDSS J1316+1753,0.15,spec,13:16:42.9045124644,+17:53:32.577824282,Optical,Gaia,18.33,V,mag,0.076499088,,Xu+2009,2009ApJ...705L..20X,https://doi.org/10.1088/0004-637X/705/1/L20,

Recoil Candidate / Double-Peaked Emitter,SDSS J1050+3456,SDSS J1050+3456,Offset Optical Spectroscopic Emission Lines,,0.272,spec,10:50:41.3539195849,+34:56:31.441494208,J2000,Optical,Gaia,19.24,V,mag,SDSS J1050+3456,0.272,spec,10:50:41.3539195849,+34:56:31.441494208,Optical,Gaia,19.24,V,mag,0,0,Shields+2009b,2009ApJ...707..936S,https://doi.org/10.1088/0004-637X/707/2/936,

Recoil Candidate / Binary Quasar Candidate,HE0450–2958,HE0450–2958,,Optical Imaging / NIR Imaging,0.285,spec,04:52:30.0811,-29:53:35.226,J2000,Optical,,15.35,V,mag,HE0450–2958 Companion,0.285,spec,04:52:30.0811,-29:53:35.226,Optical,,15.35,V,mag,1.5,,Magain+2005 ; Haehnelt+2006 ; Letawe+2009,2005Natur.437..381M ; 2006MNRAS.366L..22H ; 2009MNRAS.396...78L,https://doi.org/10.1038/nature04013 ; https://doi.org/10.1111/j.1745-3933.2005.00124.x ; https://doi.org/10.1111/j.1365-2966.2009.14740.x,

Binary Quasar / Lens,J0150−2921,J0150−2921,,Optical Spectroscopy / Optical Photometry,1.556,spec_ave,01:50:50.1519206589,-29:23:06.104366116,J2000,Optical,,19.77,V,mag,J0150−2921,1.556,spec_ave,01:51:01.1600395044,-29:20:47.127498500,Optical,,20.34,V,mag,200,,Miller+2004,2004MNRAS.348..395M,https://doi.org/10.1111/j.1365-2966.2004.07303.x,

Binary Quasar / Lens,J0135−3021,J0135−3021,,Optical Spectroscopy / Optical Photometry,1.683,spec_ave,01:35:31.0159483102,-30:22:16.156133786,J2000,Optical,,20.69,B,mag,J0135−3021,1.683,spec_ave,01:35:31.4907679592,-30:21:30.976396883,Optical,,20.45,V,mag,46,,Miller+2004,2004MNRAS.348..395M,https://doi.org/10.1111/j.1365-2966.2004.07303.x,

Binary Quasar / Lens,J0215−2906,J0215−2906,,Optical Spectroscopy / Optical Photometry,2.264,spec_ave,02:15:48.0907825890,-29:08:41.240356520,J2000,Optical,,20.08,B,mag,J0215−2906,2.264,spec_ave,02:16:03.5201752482,-29:03:59.012905339,Optical,,20.79,V,mag,347,,Miller+2004,2004MNRAS.348..395M,https://doi.org/10.1111/j.1365-2966.2004.07303.x,

Binary Quasar / Lens,J0223−2949,J0223−2949,,Optical Spectroscopy / Optical Photometry,1.416,spec_ave,02:22:59.2945594168,-29:51:00.833962236,J2000,Optical,,19.64,V,mag,J0223−2949,1.416,spec_ave,02:23:02.0495405896,-29:47:07.314760677,Optical,,20.50,V,mag,236,,Miller+2004,2004MNRAS.348..395M,https://doi.org/10.1111/j.1365-2966.2004.07303.x,

Binary Quasar / Lens,J2228−2857,J2228−2857,,Optical Spectroscopy / Optical Photometry,2.453,spec_ave,22:28:13.7234757319,-28:58:21.933974868,J2000,Optical,,20.64,V,mag,J2228−2857,2.453,spec_ave,22:28:33.0999690435,-28:56:48.848688258,Optical,,19.94,V,mag,270,,Miller+2004,2004MNRAS.348..395M,https://doi.org/10.1111/j.1365-2966.2004.07303.x,

Binary Quasar / Lens,J2235−2717,J2235−2717,,Optical Spectroscopy / Optical Photometry,1.810,spec_ave,22:35:16.1010133690,-27:19:44.996043935,J2000,Optical,,18.50,B,mag,J2235−2717,1.810,spec_ave,22:35:24.7186578596,-27:14:49.838240145,Optical,,20.16,B,mag,316,,Miller+2004,2004MNRAS.348..395M,https://doi.org/10.1111/j.1365-2966.2004.07303.x,

Binary Quasar / Lens,J2210−3204,J2210−3204,,Optical Spectroscopy / Optical Photometry,2.119,spec_ave,22:09:56.1883070950,-32:05:59.750247729,J2000,Optical,,20.81,B,mag,J2210−3204,2.119,spec_ave,22:10:13.9830383817,-32:01:59.269964955,Optical,,20.71,B,mag,330,,Miller+2004,2004MNRAS.348..395M,https://doi.org/10.1111/j.1365-2966.2004.07303.x,

Binary Quasar / Lens,J2203−3133,J2203−3133,,Optical Spectroscopy / Optical Photometry,1.643,spec_ave,22:03:11.7934450383,-31:34:20.799646983,J2000,Optical,,19.75,B,mag,J2203−3133,1.643,spec_ave,22:03:07.0662998525,-31:33:15.883492504,Optical,,19.43,B,mag,89,,Miller+2004,2004MNRAS.348..395M,https://doi.org/10.1111/j.1365-2966.2004.07303.x,

Binary Quasar / Lens,J2250−3105,J2250−3105,,Optical Spectroscopy / Optical Photometry,0.637,spec_ave,22:50:22.7053467347,-31:04:45.284261871,J2000,Optical,,18.40,B,mag,J2250−3105,0.637,spec_ave,22:50:41.4336812843,-31:05:14.389966054,Optical,,20.17,B,mag,242,,Miller+2004,2004MNRAS.348..395M,https://doi.org/10.1111/j.1365-2966.2004.07303.x,

Binary Quasar / Lens,J2329−2957,J2329-2957,,Optical Spectroscopy / Optical Photometry,1.841,spec_ave,23:29:06.8620271901,-29:57:31.500821253,J2000,Optical,,20.28,V,mag,J2329−2957,1.841,spec_ave,23:29:08.6839830569,-29:56:28.315527657,Optical,,19.70,V,mag,67,,Miller+2004,2004MNRAS.348..395M,https://doi.org/10.1111/j.1365-2966.2004.07303.x,

Dual AGN Candidate,AM1211-465,AM1211-465NE,,X-ray Imaging / X-ray Spectroscopy,0.01849,spec,12:14:12.839,-47:13:43.42,J2000,Infared,2MASS,12.69,R,mag,AM1211-465SW,0.01848,spec,12:13:52.2951904691,-47:16:25.696718007,Optical,Gaia,12.93,R,mag,264,,Jiménez-Bailón+2007,2007A&A...469..881J,https://doi.org/10.1051/0004-6361:20066761,Coordinates come from Simbad. NOTE: The RA listed for AM1211-465SW in Jimémenz-Bailón+ is incorrect (off by an arcmin).



###System Type,Literature Name,Name1,Selection Method,Confirmation Method,z1,z1_type,RA1,Dec1,Equinox,Coordinate_waveband1,Coordinate_Source1,Brightness1,Brightness_band1,Brightness_type1,Name2,z2,z2_type,RA2,Dec2,Coordinate_waveband2,Coordinate_Source2,Brightness2,Brightness_band2,Brightness_type2,Sep,Sep(kpc),Paper(s),BibCode(s),DOI(s),Notes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

SMBH Merger Remnant / Recoil Candidate,3C52,,,,,,,,,,,,,,,,,,,,,,,,,,,Merritt+2002 ; Gong+2011,2002Sci...297.1310M ; 2011ApJ...734L..32G,https://doi.org/10.1126/science.1074688 ; https://doi.org/10.1088/2041-8205/734/2/L32, --> OVERLAP WITH LAL+2007
SMBH Merger Remnant / Recoil Candidate,3C136.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Merritt+2002,2002Sci...297.1310M,https://doi.org/10.1126/science.1074688,
SMBH Merger Remnant / Recoil Candidate,3C223.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Merritt+2002 ; Dennett-Thorpe+2002 ; Gong+2011,2002Sci...297.1310M ; 2002MNRAS.330..609D ; 2011ApJ...734L..32G,https://doi.org/10.1126/science.1074688 ; https://doi.org/10.1046/j.1365-8711.2002.05106.x ; https://doi.org/10.1088/2041-8205/734/2/L32,
SMBH Merger Remnant / Recoil Candidate,3C315,,,,,,,,,,,,,,,,,,,,,,,,,,,Merritt+2002,2002Sci...297.1310M,https://doi.org/10.1126/science.1074688,
SMBH Merger Remnant / Recoil Candidate,3C403,,,,,,,,,,,,,,,,,,,,,,,,,,,Merritt+2002 ; Dennett-Thorpe+2002,2002Sci...297.1310M ; 2002MNRAS.330..609D,https://doi.org/10.1126/science.1074688 ; https://doi.org/10.1046/j.1365-8711.2002.05106.x,
SMBH Merger Remnant / Recoil Candidate,3C433,,,,,,,,,,,,,,,,,,,,,,,,,,,Merritt+2002,2002Sci...297.1310M,https://doi.org/10.1126/science.1074688,
SMBH Merger Remnant / Recoil Candidate,4C12.03,,,,,,,,,,,,,,,,,,,,,,,,,,,Merritt+2002 ; Gong+2011,2002Sci...297.1310M ; 2011ApJ...734L..32G,https://doi.org/10.1126/science.1074688 ; https://doi.org/10.1088/2041-8205/734/2/L32,
SMBH Merger Remnant / Recoil Candidate,4C48.29,,,,,,,,,,,,,,,,,,,,,,,,,,,Merritt+2002,2002Sci...297.1310M,https://doi.org/10.1126/science.1074688,
SMBH Merger Remnant / Recoil Candidate,B2 0055+26 (NGC 326),,,,,,,,,,,,,,,,,,,,,,,,,,,Merritt+2002,2002Sci...297.1310M,https://doi.org/10.1126/science.1074688,
SMBH Merger Remnant / Recoil Candidate,B2 0828+32,,,,,,,,,,,,,,,,,,,,,,,,,,,Merritt+2002,2002Sci...297.1310M,https://doi.org/10.1126/science.1074688,
SMBH Merger Remnant / Recoil Candidate,B1059+169 (Abell 1145),,,,,,,,,,,,,,,,,,,,,,,,,,,Merritt+2002,2002Sci...297.1310M,https://doi.org/10.1126/science.1074688,

***********Overlap with Merritt 2002, Blundell+1996, Blundell+2001--> Recoil Candidate,E1821+643,E1821+643,,,0.297,spec,RA,DEC,J2000,,,,,,E1821+643,0.297,spec,,,,,,,,0,0,Robinson+2010,2010ApJ...717L.122R,https://doi.org/10.1088/2041-8205/717/2/L122,

*****There are a whole lot of papers cited by the papers below which I do not have. I don't think it makes a difference if I include them, at least in this iteration.
Binary AGN Candidate,3C 279,3C 279,Jet Precession / Double Jet,,0.538,Simbad,12:56:11.16657958,-05:47:21.5251510,J2000,Optical,Simbad,,,,3C 279,0.538,Simbad,12:56:11.16657958,-05:47:21.5251510,J2000,Optical,Simbad,,,,NA,NA,Roland+2013 ; Qian+2013,2013A&A...557A..85R ; 2013RAA....13..783Q,https://doi:10.1051/0004-6361/201219165 ; https://doi:10.1088/1674-4527/13/7/003,Roland+2013 and Qian+2013 find evidence for jet precession after tracking motion of superluminal components. Qian+2019 suggests a double jet model and that there are two prcessing jets. Coordinates and redshift from Simbad
Binary AGN Candidate,1823+568,1823+568,Jet Precession,,0.664,Simbad,18:24:07.06837171,+56:51:01.4908155,J2000,Radio,Simbad,,,,1823+568,0.664,Simbad,18:24:07.06837171,+56:51:01.4908155,J2000,Radio,Simbad,,,,NA,NA,Roland+2013,2013A&A...557A..85R,https://doi:10.1051/0004-6361/201219165,
Binary AGN Candidate,3C 293,3C 293,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,Machalski+,2016A&A...595A..46M,https://doi:10.1051/0004-6361/201629249,


Binary AGN Candidate,3C 454.3,3C 454.3,Quasi-periodicity,NA,0.859001,Simbad,22:53:57.7480438728,+16:08:53.561508864,J2000,Optical,Simbad,,,,3C 454.3,0.859001,Simbad,22:53:57.7480438728,+16:08:53.561508864,J2000,Optical,Simbad,,,,NA,NA,Li+2006 ; Qian+2007 ; Vol'vach+2007 ; Vol'vach+2008 ; Vol'vach+2011 ; Britzen+2012 ; Vol'vach+2013 ; Li+2015 ; Vol'vach+2017,2006ChJAA...6..421L ; 2007ChJAA...7..364Q ; 2007ARep...51..450V ; 2008ARep...52..867V ; 2011Ap.....54..363V ; 2012JPhCS.372a2029B ; 2013ARep...57...46V ; 2015PASP..127....1L ; 2017ARep...61..954V,https://doi:10.1088/1009-9271/6/4/04 ;  https://doi:10.1088/1009-9271/7/3/05 ; https://doi.org/10.1134/S1063772907060030 ; https://doi.org/10.1134/S1063772908110012 ; https://doi.org/10.1007/s10511-011-9185-6 ; https://doi:10.1088/1742-6596/372/1/012029 ; https://doi.org/10.1134/S1063772912120098 ; https://doi.org/10.1134/S1063772917110075,Qian+2007 bring up a double jetted binary as a plausible hypothesis to explain the quasi periodicity but do not prefer a specific model. Coordinates from Simbad?

Binary AGN Candidate,S4 0954+658,S4 0954+658,Variability,NA,0.367,Simbad,09:58:47.2451872176,+65:33:54.819354600,J2000,Optical,Simbad,,,,S4 0954+658,0.367,Simbad,09:58:47.2451872176,+65:33:54.819354600,J2000,Optical,Simbad,,,,NA,NA,Vol'vach+2016b,2016ARep...60.1035V,https://doi.org/10.1134/S1063772916120052, Name is 6C 095456+654857 on simbad

******Ostorero quotes a ton of papers I don't have on targets that are and are not included here.....
Binary AGN Candidate,AO 0235+164,AO 0235+164,Variability / Periodicity,NA,0.94,Simbad,02:38:38.9300958576,+16:36:59.276150136,J2000,Optical,Simbad,,,,AO 0235+164,0.94,Simbad,02:38:38.9300958576,+16:36:59.276150136,J2000,Optical,Simbad,,,,NA,NA,Romero+2003 ; Ostorero+2004 ; Liu+2006 ; Vol'vach+2015,2003ChJAA...3..513R ; 2004A&A...419..913O ; 2006ApJ...650..749L ; 2015ARep...59..145V,https://https://doi:10.1088/1009-9271/3/6/513 ; https://doi:10.1051/0004-6361:20035813 ; https://doi:10.1086/507267 ; https://doi.org/10.1134/S1063772914120117,Romero+2003 proposes a binary SMBH hypothesis to explain apparent periodicity. Ostorero discusses helical jet model to describe variability. Liu+2006 identifies six QPOs.

Binary AGN Candidate,S0528+134,S0528+134,Variability,NA,2.070,Simbad,05:30:56.4168902136,+13:31:55.151893344,J2000,Optical,Simbad,,,,S0528+134,2.070,Simbad,05:30:56.4168902136,+13:31:55.151893344,J2000,Optical,Simbad,,,,NA,NA,Vol'vach+2014,2014ARep...58...71V,https://doi.org/10.1134/S1063772914010065,

Binary AGN Candidate,1308+326,1308+326,Variability / Quasi-periodicity,NA,0.99725,Simbad,13:10:28.6639899312,+32:20:43.774028664,J2000,Optical,Simbad,,,,1308+326,0.99725,Simbad,13:10:28.6639899312,+32:20:43.774028664,J2000,Optical,Simbad,,,,NA,NA,Vol'vach+2010 ; Qian+2017,2010ARep...54...28V ; 2017A&A...604A..90Q,https://doi.org/10.1134/S106377291001004X ; https://doi:10.1051/0004-6361/201630374,
Binary AGN Candidate,BL LAC,BL LAC,Variability / Jet precession,NA,0.069,Simbad,22:02:43.2913536816,+42:16:39.979416792,J2000,Optical,Simbad,,,,BL LAC,0.069,Simbad,22:02:43.2913536816,+42:16:39.979416792,J2000,Optical,Simbad,,,,NA,NA,Vol'vach+2010 ; Caproni+2013,2010ARep...54...28V ; 2013MNRAS.428..280C,https://doi.org/10.1134/S106377291001004X ; https://doi.org/10.1093/mnras/sts014,Volvach reported quasi-periodicity while Caproni+ report jet precession 

,,,,,,,,,,,,,,,,,,,,,,,,,,,Vol'vach+2016a,,, --> This is a catalog


Binary AGN Candidate,Mrk 501,Mrk 501,Radio Morphology+Helical Model or Structure / Quasi-periodicity,,,,,,,,,,,,,,,,,,,,,,,,Conway+1995 ; Villata+1999 ; Rieger+2000 ; Rieger+2003 ; Bhatta+2019, 1995ApJ...439...98C ; 1999A&A...347...30V ; 2000A&A...359..948R ; 2003A&A...397..121R ; 2019MNRAS.487.3990B, NA ; https://doi.org/10.1086/175155 ; https://doi.org/10.48550/arXiv.astro-ph/0005478 ; https://doi.org/10.1051/0004-6361:20021482 ; https://doi.org/10.1093/mnras/stz1482, Conway+ applied hydrodynamic models to the misaligned jet components in Mrk 501 and found it coud be consistent with a helical jet driven by a SMBH binary. Mrk 501 shows a roughly 79 deg twist in the PA of the jet between the pc and kpc scales. They argue this is due to the orbital motion of the binary. Villata+ argue this precession structure is due to the black hole spin axis and so the helical structure is driven by one of the black holes in the binary. Bhatta+ report a 332 day QPO in this system (that persists for up to 7 cycles) and could be driven by a SMBH (among other things)

Binary AGN Candidate,PKS 2155-304,PKS 2155-304,Variability / Quasi-periodicity,,0.116,Simbad,21:58:52.0652249880,-30:13:32.118447792,J2000,Optical,Simbad,,,,PKS 2155-304,0.116,Simbad,21:58:52.0652249880,-30:13:32.118447792,J2000,Optical,Simbad,,,,NA,NA,Rieger+2010 ; Zhang+2014 ; Sandrinelli+2018,2010A&A...520A..23R ; 2014RAA....14..933Z ; 2018A&A...615A.118S,https://doi.org/10.1051/0004-6361/201014273 ; https://doi:10.1088/1674-4527/14/8/004 ; https://doi.org/10.1051/0004-6361/201732550,Reiger+ discuss outburst activity in 2006 and the quasi-periodicity in the context of a SMBH ; Sandrinelli+ report statistically significant quasi-periodicity using a method recommended by Vaughn+; confirms periodicity reported by Sandrinelli+2014. Zhang+ reports quasi-periodicity in 35 year light curves and variation in color.


Recoil Candidate / Dual AGN Candidate,COSMOS J100043.15+020637.2 / CID-42,COSMOS J100043.15+020637.2 / CID-42,HST Imaging / Chandra X-ray Imaging / Optical Spectroscopic Analysis,,0.359,spec,10:00:43.1317731847,+02:06:37.388673197,J2000,Optical,Gaia,19.37,V,mag,COSMOS J100043.15+020637.2,0.359,spec,10:00:43.1317731847,+02:06:37.388673197,Optical,Gaia,19.37,V,mag,0.495,2.46,Comerford+2009b; Civano+2010; Civano+2012; Blecha+2013; Lanzuisi+2013; Wrobel+2014; Wrobel+2014,2009ApJ...702L..82C ; 2010ApJ...717..209C ; 2012ApJ...752...49C ; 2013MNRAS.428.1341B ; 2013ApJ...778...62L ; 2014ApJ...782..116W ; 2014ApJ...784..175W,https://doi.org/10.1088/0004-637X/702/1/L82 ; https://doi.org/10.1088/0004-637X/717/1/209 ; https://doi.org/10.1088/0004-637X/752/1/49 ; https://doi.org/10.1093/mnras/sts114 ; https://doi.org/10.1088/0004-637X/778/1/62 ; https://doi.org/10.1088/0004-637X/782/2/116 ; https://doi.org/10.1088/0004-637X/784/2/175,Coordinates from the COSMOS naming convention. Separation from Civano+2010. Redshift from Civano+2010. Comerford argues in favor of a dual AGN in this system; Civano+10 argues that the system could be described by a recoiling SMBH or a dual AGN (Type I/Type II) with the Type I AGN recoiling. Blecha+13 finds the system can also be described using the recoiling / dual AGN+recoiling hypothesis. Ciavno+2012 uses Chandra HRC and finds only one of optical nuclei is responsible for whole X-ray unobscured; one of the nuclei is more consistent with a SF region and so they favor the GW recoil scenario rather than a dual AGN scenario; but a scenario involving a heavily obscured nucleus in the second nucleus cannot be fully ruled out. Lanzuisi+ analyzes the XMM spectrum to investigate the P-Cygni profile. Wrobel+14 finds no radio emission at the positions of the two nuclei; the NW nucleear properties are consistent with a CT AGN; they argue that CID-42 is either a dual AGN or a Type II CT AGN and a recoiling AGN where the recoiling AGN was ejected due to a triple SMBH interaction. NO ONE MENTIONS THE COORDINATES FOR DISTINCT NUCLEI. COORDINATES ARE FOR THE SYSTEM AS FAR BRIGHTNESS MEASUREMENTS; THESE ARE NOT FOR DISTINCT NUCLEI YET.

Recoil Candidate,CXOJ122518.6+144545,CXOJ122518.6+144545,,,0.0447,spec,12:25:18.650,14:45:45.76,J2000,X-ray,Chandra,26.4,g',VEGA,CXOJ122518.6+144545,0.0447,spec,12:25:18.650,14:45:45.76,J2000,X-ray,Chandra,26.4,HST g',VEGA,0,0,Jonker+2010 ; Heida+2015,2010MNRAS.407..645J ; 2015MNRAS.454L..26H,https://doi.org/10.1111/j.1365-2966.2010.16943.x ; https://doi.org/10.1093/mnrasl/slv121,Source could be a recoiling AGN or a very blue supernova or a ULX ; Heida concludes that it is likely an outbursting HLX

***********Duplicate of above target--> Binary AGN Candidate,SDSS J1536+0441,,,,,,,,,,,,,,,,,,,,,,,,,,Chornock+2010,2010ApJ...709L..39C,https://doi.org/10.1088/2041-8205/709/1/L39,

***********Duplicate of above target--> ,J153610441,J153610441,,,,,,,,,,,,,,,,,,,,,,,,,Gaskell+2010,2010Natur.463E...1G,https://doi.org/10.1038/nature08665,

Binary AGN Candidate,4C+22.25,4C+22.25,Offset Broad Optical Lines,,0.4183,spec,10:00:21.8025145008,+22:33:18.641137932,J2000,Optical,GAIA DR3,,,,4C+22.25,0.4183,spec,10:00:21.8025145008,+22:33:18.641137932,J2000,Optical,GAIA DR3,,,,,lim0.04-0.08e-3,Decarli+2010,2010ApJ...720L..93D,https://doi.org/10.1088/2041-8205/720/1/L93,Decarli+ identify broad lines with enormous blueshifts on the order of ~8700 km s^-1 relativeto the narrow lines. They rule out a superposition of foreground and background objects and rule out a recoil hyppthesis. Range of separations 0.04pc-0.08pc is given here for now. Redshift from Decarli+ and coordinates from Simbad but come from GAIA DR3. 

Recoil Candidate,M87*,M87*,N/A,Isophotal Analysis,0.00420,spec,12:30:49.42338230,+12:23:28.0438581,J2000,Radio,Simbad,,,,M87*,0.00420,spec,12:30:49.42338230,+12:23:28.0438581,Radio,Simbad,,,,0,0,Batcheldor+2010,2010ApJ...717L...6B,https://doi.org/10.1088/2041-8205/717/1/L6,Coordinates and redshift from Simbad

